"A10" "A50" "A100" "A500" "A5000"
"4722" 1 0 1 0 1
"4723" 0 0 1 0 1
"4724" 0 1 0 1 0
"4725" 0 1 0 0 1
"4726" 0 1 0 1 0
"4727" 1 0 1 0 1
"4728" 1 0 1 1 0
"4729" 1 1 0 0 0
"4730" 0 0 0 0 0
"4731" 1 1 0 0 1
"4732" 1 0 1 0 0
"4733" 0 1 0 1 0
"4734" 0 1 0 0 0
"4735" 0 1 0 1 1
"4736" 0 1 0 0 0
"4737" 1 1 0 1 1
"4738" 1 1 1 0 1
"4739" 1 0 1 0 0
"4740" 0 1 1 0 1
"4741" 1 0 1 1 0
"4742" 1 0 0 1 1
"4743" 0 0 0 0 1
"4744" 0 1 0 1 0
"4745" 0 1 1 0 1
"4746" 0 1 0 0 0
"4747" 1 1 0 1 1
"4748" 1 1 0 1 0
"4749" 1 0 1 1 0
"4750" 0 0 0 1 1
"4751" 1 1 0 0 0
"4752" 1 0 0 0 0
"4753" 0 0 1 1 0
"4754" 0 1 0 0 1
"4755" 0 1 1 1 0
"4756" 0 0 0 0 0
"4757" 1 1 1 0 0
"4758" 1 0 0 0 0
"4759" 1 0 0 0 0
"4760" 0 0 0 0 1
"4761" 1 0 0 0 0
"4762" 1 0 1 1 0
"4763" 0 1 0 1 0
"4764" 0 0 0 0 0
"4765" 0 0 1 1 0
"4766" 0 0 1 0 0
"4767" 1 1 0 1 0
"4768" 1 0 0 1 0
"4769" 1 0 0 1 0
"4770" 0 0 0 1 0
"4771" 1 0 1 0 1
"4772" 1 0 0 0 1
"4773" 0 0 1 1 1
"4774" 0 1 1 0 1
"4775" 0 1 1 1 0
"4776" 0 1 0 0 0
"4777" 1 0 1 0 0
"4778" 1 0 0 0 0
"4779" 1 1 0 0 0
"4780" 0 0 1 0 1
"4781" 1 1 1 1 0
"4782" 1 0 1 1 1
"4783" 0 1 0 0 0
"4784" 0 1 0 1 0
"4785" 0 1 0 1 0
"4786" 0 1 0 1 0
"4787" 1 1 1 1 1
"4788" 1 1 0 0 1
"4789" 1 0 1 0 0
"4790" 0 1 0 1 0
"4791" 1 0 1 0 0
"4792" 1 0 0 1 0
"4793" 0 0 0 1 0
"4794" 0 1 0 1 0
"4795" 0 1 0 1 1
"4796" 0 1 1 0 0
"4797" 1 1 0 1 1
"4798" 1 1 0 0 1
"4799" 1 0 1 0 0
"4800" 0 0 1 1 0
"4801" 1 1 0 0 1
"4802" 1 0 1 1 0
"4803" 0 0 0 0 0
"4804" 0 1 1 0 0
"4805" 0 1 1 0 1
"4806" 0 0 0 0 1
"4807" 1 1 1 0 0
"4808" 1 0 1 0 0
"4809" 1 0 0 0 0
"4810" 0 0 0 1 1
"4811" 1 0 1 1 1
"4812" 1 0 0 1 1
"4813" 0 1 0 0 0
"4814" 0 0 0 1 0
"4815" 0 0 1 1 1
"4816" 0 0 0 1 0
"4817" 1 1 1 0 0
"4818" 1 0 1 1 0
"4819" 1 0 0 1 1
"4820" 0 0 0 0 0
"4821" 1 0 1 0 1
"4822" 1 0 1 1 0
"4823" 0 0 1 0 0
"4824" 0 1 0 1 1
"4825" 0 1 0 1 1
"4826" 0 1 0 0 0
"4827" 1 0 1 0 0
"4828" 1 0 1 1 0
"4829" 1 1 0 0 1
"4830" 0 0 0 0 0
"4831" 1 1 0 1 1
"4832" 1 0 1 1 0
"4833" 0 1 0 1 1
"4834" 0 1 0 1 0
"4835" 0 1 0 0 0
"4836" 0 1 0 0 0
"4837" 1 1 0 1 0
"4838" 1 1 1 0 0
"4839" 1 0 1 0 0
"4840" 0 1 1 0 0
"4841" 1 0 1 1 1
"4842" 1 0 0 1 1
"4843" 0 0 0 0 0
"4844" 0 1 0 1 1
"4845" 0 1 1 0 0
"4846" 0 1 0 0 0
"4847" 1 1 0 1 0
"4848" 1 1 0 1 0
"4849" 1 0 1 0 1
"4850" 0 0 0 0 0
"4851" 1 1 0 0 1
"4852" 1 0 0 0 0
"4853" 0 0 1 1 1
"4854" 0 1 0 1 0
"4855" 0 1 1 1 0
"4856" 0 0 0 1 0
"4857" 1 1 1 0 0
"4858" 1 0 0 0 0
"4859" 1 0 0 1 0
"4860" 0 0 0 0 0
"4861" 1 0 0 1 1
"4862" 1 0 1 1 1
"4863" 0 1 0 0 1
"4864" 0 0 0 0 1
"4865" 0 0 1 0 1
"4866" 0 0 1 0 1
"4867" 1 1 0 1 1
"4868" 1 0 0 0 0
"4869" 1 0 0 0 0
"4870" 0 0 0 1 0
"4871" 1 0 1 1 0
"4872" 1 0 0 0 0
"4873" 0 0 1 1 0
"4874" 0 1 1 0 0
"4875" 0 1 1 0 0
"4876" 0 1 0 1 1
"4877" 1 0 1 0 0
"4878" 1 0 0 0 1
"4879" 1 1 0 1 0
"4880" 0 0 1 0 0
"4881" 1 1 1 0 1
"4882" 1 0 1 1 0
"4883" 0 1 0 1 0
"4884" 0 1 0 1 0
"4885" 0 1 0 1 1
"4886" 0 1 0 1 0
"4887" 1 1 1 0 0
"4888" 1 1 0 1 1
"4889" 1 0 1 0 0
"4890" 0 1 0 1 0
"4891" 1 0 1 0 1
"4892" 1 0 0 1 1
"4893" 0 0 0 0 1
"4894" 0 1 0 0 0
"4895" 0 1 0 0 0
"4896" 0 1 1 0 0
"4897" 1 1 0 0 0
"4898" 1 1 0 1 0
"4899" 1 0 1 1 0
"4900" 0 0 1 0 1
"4901" 1 1 0 0 1
"4902" 1 0 1 0 0
"4903" 0 0 0 1 0
"4904" 0 1 1 0 0
"4905" 0 1 1 0 0
"4906" 0 0 0 0 0
"4907" 1 1 1 0 1
"4908" 1 0 1 1 1
"4909" 1 0 0 0 0
"4910" 0 0 0 1 1
"4911" 1 0 1 0 0
"4912" 1 0 0 1 1
"4913" 0 1 0 1 1
"4914" 0 0 0 0 0
"4915" 0 0 1 1 0
"4916" 0 0 0 0 1
"4917" 1 1 1 1 0
"4918" 1 0 1 0 1
"4919" 1 0 0 1 0
"4920" 0 0 0 1 1
"4921" 1 0 1 1 1
"4922" 1 0 1 1 0
"4923" 0 0 1 0 1
"4924" 0 1 0 0 0
"4925" 0 1 0 1 0
"4926" 0 1 0 0 0
"4927" 1 0 1 1 0
"4928" 1 0 1 1 1
"4929" 1 1 0 0 1
"4930" 0 0 0 1 1
"4931" 1 1 0 1 0
"4932" 1 0 1 0 1
"4933" 0 1 0 0 1
"4934" 0 1 0 0 0
"4935" 0 1 0 0 0
"4936" 0 1 0 1 0
"4937" 1 1 0 0 0
"4938" 1 1 1 1 1
"4939" 1 0 1 1 0
"4940" 0 1 1 1 0
"4941" 1 0 1 0 0
"4942" 1 0 0 1 0
"4943" 0 0 0 0 0
"4944" 0 1 0 1 1
"4945" 0 1 1 0 0
"4946" 0 1 0 0 0
"4947" 1 1 0 1 0
"4948" 1 1 0 0 1
"4949" 1 0 1 1 1
"4950" 0 0 0 1 0
"4951" 1 1 0 1 1
"4952" 1 0 0 0 1
"4953" 0 0 1 0 0
"4954" 0 1 0 0 0
"4955" 0 1 1 0 0
"4956" 0 0 0 1 0
"4957" 1 1 1 1 1
"4958" 1 0 0 0 1
"4959" 1 0 0 1 0
"4960" 0 0 0 1 1
"4961" 1 0 0 1 1
"4962" 1 0 1 1 0
"4963" 0 1 0 0 0
"4964" 0 0 0 0 1
"4965" 0 0 1 0 0
"4966" 0 0 1 0 0
"4967" 1 1 0 1 0
"4968" 1 0 0 0 1
"4969" 1 0 0 1 1
"4970" 0 0 0 0 1
"4971" 1 0 1 0 0
"4972" 1 0 0 1 0
"4973" 0 0 1 1 0
"4974" 0 1 1 0 0
"4975" 0 1 1 1 0
"4976" 0 1 0 1 1
"4977" 1 0 1 0 0
"4978" 1 0 0 0 0
"4979" 1 1 0 1 1
"4980" 0 0 1 0 1
"4981" 1 1 1 0 0
"4982" 1 0 1 1 0
"4983" 0 1 0 0 0
"4984" 0 1 0 0 0
"4985" 0 1 0 1 1
"4986" 0 1 0 0 0
"4987" 1 1 1 0 0
"4988" 1 1 0 0 1
"4989" 1 0 1 1 0
"4990" 0 1 0 1 0
"4991" 1 0 1 1 1
"4992" 1 0 0 0 0
"4993" 0 0 0 0 1
"4994" 0 1 0 1 1
"4995" 0 1 0 0 1
"4996" 0 1 1 0 1
"4997" 1 1 0 0 1
"4998" 1 1 0 1 0
"4999" 1 0 1 1 1
"5000" 0 0 1 0 1
